tweet,polarity
use the power of your mind to #heal your body!! -     #altwaystoheal #healthy   #peace! ,0.625
"@user hope he is ok, but i think that outcome is doubtful.   #unbelievable @user",-0.4
"  #mr. yen if yen breaks 100, intervention possible   #blog #silver #gold #forex",0.0
"@user yep, work can be boring, so it's good to have  /#positive thoughts to cheer yourself up...   ",-0.15000000000000002
we're   that soloman from aswad has agreed to record a verse on our #charity single #songforafrica @user,-0.07142857142857142
preparing and planning my first social media campaign   #social #conveingfollowerstocustomers,0.10555555555555556
when your #mood goes from #happy to  ... most of the time it's because you're #missing_someone. ,0.65
 @user in your suppo of trump you have chosen self-interest over principle. you taught me otherwise.    ,0.0
@user   father's day to patrick murphy the finest man ive ever known #miss you plenty ,0.0
but all you're focused on is whether or not your contour is on point with the makeup your parents bought you    #wakeup,0.0
frwd to all frinds #best poetry #romantic poetry #love poetry #new poetry   poetry free hasil karain + follow @user send to 40404,0.40727272727272723
i can't wait!   #suits #suitspremiere  #repost suits_usa with repostapp  some lies ,0.0
"great pair of games tonight, can't wait for the next stage to begin on thursday! #copaamerica #argvbol #chivpan  ",0.4
"#diversity   polar bear climb racing angry polar bear climb racing, the polar bear living in cold places lo ",-0.27
kicking off the #european #vacation #tour at #buckinghampalace   ,0.0
saturday #ginday.   #worldginday #furrymcd #furbaby  #nomnomnom ,0.0
 @user tired old chants - bored protestors. soros' checks didn't clear.     #trump2016 #trumpdallas  ,-0.16666666666666663
" @user @user @user  unfounately, current #gop only see #reagan like this now...  ! ",0.0
@user so had the right idea in how to deal with her #nasty  ,-0.35714285714285715
 @user /follow us #win a copy of clean and lean for life ...  #healthy #body  @user ,0.5555555555555556
retweet it sweetie  #bbw #curvy #bbws #big #ass #pussy #re #sex #sexy #thick #bbwlover #kik   #vip #retweet ,0.06666666666666665
"  #fact ~~&gt; #girls #ignore nice #guys, chase #assholes and then #complain about it.",0.6
i am joy. #i_am #positive #affirmation     ,1.0272727272727273
100%juice  #instagood   #manami #instagram #instagram #juice #yummy ,0.0
 @user of we go to london! @user #homelesshealth #hhmatters #poster   @user @user ,0.0
"@user in #pueorico, #environmental injustice and  inflame protests over #coal ash   ty ",0.0
"after a long wait, we finally made it here. #brookline #annastaqueria    @ anna's taqueria ",-0.025
"@user and if you're talking to a customer service rep on the phone, they're downright shocked if you ask how they are.  ",-0.7
so glad i put 3-1  ,0.5
#springfield   gorilla simulator you need to do to adapt to the environment. the need to tear the city. mat ,0.0
"  comics convention, avengers attraction keep fans busy, happy web1_amazingcon_061016ev_008.jpg the mar... ",0.45
just looking crazy as always   &blessed ,-0.6
"latepost, last year was my first ride with motorcycle downtown manado.    ",0.125
@user because i dont know.  .. always been azzuri fan in international football,0.0
" @user we just had our first celebrity in our castleblayney shop getting her makeup done for going on tv tonight, all will be r",0.25
i am now. #i_am #positive #affirmation     ,0.22727272727272727
get to see ma boo tomorrow after 2 months apa   ,0.0
i hope you're #watching @user   to #witness the #glory! #euro2016 ,0.0
good night  #goodnight#love#today #time#twitter,0.7
bruh people really be knowing better and still choosing not to do better lmfao  ,0.39999999999999997
showtime #conjuring2 #vetritheatre   ,0.0
"for fuck's sake, orlando. #disappointed   #unsurprised",-1.15
doing my first exterior job on a home tomorrow.   #cuttingtuition,0.25
i'm here baby!!!!  #bigapple #sweetescape #travelblog #homefohenextfewdays   ,0.0
@user @user @user loving a bit of #takethat #greatestday   #feelgoodfriday,0.6
i am thankful for vaccines. #thankful #positive     ,0.22727272727272727
 @user really   that @user are sponsoring @user this year #thegamefair  ,0.2
@user um don't u a gf and my future ft. @user ? or @user ?? if them no i'm a loner  ,0.0
yup @user i knoowwwwww the feeling.  ,0.0
i got to pet a black lab and took a snap of it and sent it to my gf but she deleted it...  ,-0.16666666666666666
this is me 24/7  #graduated   #alwayssmiling ,0.0
 @user well orchestrated by @user @user and @user - what a sta into the future of cycling!!   ,0.0
 @user isis wh ,0.0
#bmf40years#youth month#young professionals  youth month,0.0
#carlpaladino's  comments about the obamas make him a late contender for the most loathsome character of 2016 ,0.1
love this sign in toronto last night on our walk back from conce.   place ,0.16666666666666666
i always feel so   #stretching #exercising during my #morning #workout in #monaco the ,0.0
i'm only going to coachella festival 2017!! so excited words can't describe!  #coachella #coachella2017 #festival #pay #california  ,0.46875
@user i guess you don't actually get paid by @user you just pretend to be a journalist.   #corruption,0.0
"being on this wifi-less flight at the same time as #game7 of the #nbafinals ... i know, i know, but i am   #gowarriorsgo @user",0.0
good leaders take advantage of the change and generate power to make the team stronger. #leadership #quote #inspirational  ,1.2
throwback to   time  at #stagustinechurch #philippines #laoag #nohilocos #ilocosnoe  ,0.0
 @user wow when you think your bully will leave you alone then he get tour best friend to destroy you to #fml #crying #ups,0.17500000000000004
we ate at #missionbbq for father's day  #vscogood #lovinglife   #likesforfollow #like ,0.0
 #smile #smiling top.tags #toptags #smiles #beautifulsmile #smiley #smilee #pretty   ,0.275
"be motivated, it's friday! #acnease #acne #friday #quote    ",0.0
" @user nah, i ain't jewish, i just don't dig on swine, that's all ",0.0
  days porn movie skinny amateur sex  ,-0.25
rewatching @user 3rd series in preparation for next week!  ,0.0
@user so i guess that white women aren't to blame? how does that work again?? @user @user  #propaganda #alllivesmatter,-0.1
someone on fb has an entire photoshoot with her completed thesis as her bae on dates. ahhh hopefully me in less than a year!!!  ,-0.26041666666666663
@user ouch woow! @user @user #sexy @user @user  @user @user ,0.5
@user #goodmorning and thanks for the follow. have a   #monday & a good week.,0.8999999999999999
what's wrong with you? #cat #catsofinstagram #weird #weirdcat #black   #shit ,-0.788888888888889
at least she being honest but that's wild ass shit  ,0.05
  pic of the day #share the #love #spreadhappiness ,0.5
newmetro angry mama microwave cleaner  #ilovesavingsca #amazon  -mama,-0.5
the next weeks preparing for summer shows in august!     #musicshow #summer #conce #songwriting #musician,0.0
to all   #nationalbestfriendsday  ,0.0
i am thankful for friendships. #thankful #positive     ,0.22727272727272727
- the saddest saddest aspect of the peshawar scuffle is the lesson taught by the father to his young son!  ,0.125
wife beater tries to act like a badass to pander for votes.    ,-0.1
"wow that's a new record, made me cry within 3 mins #diysos   #amazingpeople",0.11818181818181818
i am thrilling. #i_am #positive #affirmation     ,0.4772727272727273
"#euro2016 #marseille #england #russia #france #teargas #fights #booze   @ london, united kingdom ",0.0
  sunday to u all ,0.0
i'm sure the @user will still suppo him & the right to have a gun.   #wakeupamerica !! ,0.39285714285714285
don't work til 1pm.   woah what in the world     ,0.0
america first before all others we should be ashamed of our selves. ,0.25
"#friendsarena   polar bear climb racing angry polar bear climb racing, the polar bear living in cold places ",-0.27
step up day with some of the best #classof2017 #seniors   ,1.0
sometimes i find myself thinking about how we got here then i remember things happen for a reason   #thankful,0.0
so sad! so young! #ripchristinagrimmie  @user thoughts & prayers to your family/friends!   #gonetoosoon #22 #prayforchristina,-0.5
so the @user non-invasive ventilation study really stas tomorrow. first review meeting...  ,0.45
@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user,0.0
seems @user spends an awful lot on marketing just to drive me to a disappointing experience. / use promo code  ,-0.8
#nailsinc   rooster simulation i want to climb the vast expanse of mountains. it reached the leakage cock w ,0.0
i am thankful for being able to choose. #thankful #positive     ,0.7272727272727273
gonna sta packing today #holiday #turkey #1week3days #sunseasand #girlsholiday   #marmaris ,0.0
trying to kick myself in gear after the bad medical news yesterday.... could use something/someone to cheer me up... feeling  ,-0.3499999999999999
#capetown you beauty  home is where the  is   ,0.0
protect that by any means. #reachout   #life ,0.0
 @user cracked my iphone screen  ,0.0
always love yourself 1st..  #love   #smile tuesday #selfie  #iamwhoiam ,0.43333333333333335
i am valued. #i_am #positive #affirmation     ,0.22727272727272727
i am truthful. #i_am #positive #affirmation     ,0.7272727272727273
want to hear my thought on various forms of #love? go here to join the #free challenge  #communication  ,0.65
#sunrisesunset   gorilla simulator you need to do to adapt to the environment. the need to tear the city. m ,0.0
"oh, well i missed this sight today!   very remiss of bessie not to wake me at dawn  ",0.2
impress stills - best #photographers #chennai  #photography #wedding #nature   #album ,1.0
digging into @user long claw following it with @user wee heavy  #beeroclock #friday   ,-0.08333333333333333
@user it finally worked! got me & @user tix for @user in manchester in september!  ,0.0
"vegas on sunday with my bff, her bf, and my bf  ",0.0
 @user i'm   @user cause i didn't get a bunt cake... #twitterwarnumber3,0.0
today we took oscar on his 1st boat ride.  he's ill & will most likely pass in the next 48hrs.    #dogdadsday ,0.0
call back audition tomorrow oh my god.   #nervous #audition,0.0
" @user damn. four years later, and we've literally done nothing as a country to stop these shootings from happening. ",0.0
in love  pa 1 @user @user    #music #inlove #iloveit #vivirmivida ,0.5
  father's day ,0.0
get to spend time with my faves tonight and celebrate!   friday   #bihdaypaynight #havefun #dance ,0.0
2nd my bihday #2nd #my #bihday   #glad #fun #surprise #thanks #bff #zk # #mariott ,0.2
today i accepted a  permanent position at family dental center in fayetteville. i've loved working with them for the past 4 months!  ,0.09374999999999997
@user a friend told me she and the car were going the same way when the car lost control and hit her from behind then was dragged  ,-0.2
@user we are the latest members   #lovetodiscover #plentyofpicnics  ,0.5
"""bridal shower""  #bride #bridalshower #perkawinan #pengantin #girl   #love #vsco #vscocam ",0.5
everyone hates the white crayon that looks so perfect while the others bleed and break  ,0.5
"going to be on tv, on the 24th of this month!!! i am extremely excited and   it is going to ",0.375
@user @user @user the world has become a place where people need to complain and generate faux outrage to feel impoant.  ,0.0
i'm so   and #grateful now that - #affirmations ,0.0
btmotorcycle  -  easy mode #bycle #motorbike #motorcyle   #women #womensfashion #color ,0.43333333333333335
selfie w/ ate and dainna&lt;3   ))))  feeling beautiful,0.85
you are not #alone anymore. feel the difference with #wakow #loneliness #togetherness   #app #launch ,0.0
iphone  back cover range is up ! applelovers#backcover#transparent#digitalprinting#motifs#designs#musthaves . ,0.0
 @user yes!!!!!!!!.....sick of this tip toe mentality! ,0.0
flowing down the side of the wall #poppy #poppies #poppywaterfall #red #beautiful #amazing   ,0.3236111111111111
i say ur name when your not around i need you right now #emo   #life #me,0.2857142857142857
 @user where to go in negros? not too far and expensive and where we can commute bc we don't have a car.    @user,-0.2
sabon body scrab   #sabon #bodyscrubs #body #beauty #   # #saaya # #life ,0.0
@user this morning i will be in the same room as you. oh my god. one thing ticked off my bucket list. #iansomerhalder  ,0.0
  we happy few launches on steam early access next month it's been almost a year since the last time we... ,0.14
lebron has 41/16/7 and people still don't give him any credit. lol.  ,0.8
we got near the front at @user at #bonnaroo   #greatshow ,0.1
adding new features @   to make it easier for grassroots #nonprofits to share there story!   #passion #doers,0.17045454545454544
law of attraction #lawofattraction #love #friends   #memories #goodtimes ,0.5
ink me #tbt #picoftheday #photooftheday #tattoo #instagood #instacool #instagram #time   ,0.0
crazy trip  #tioman #awesome #island #beautiful #chill #love   #paradise #dive #ink ,0.4375
" @user   #caturday! another #kitty #cat #hug of the day 4 you! 50 is the grey boy, marbles is the orange girl. ) ",-0.05
@user new law makes it acceptable to clip racist cab drivers round the ear  #satire  ,-0.03181818181818183
finally on the 300!!!!! #florida #newyork #holiday #summer   ,0.0
 @user damn ave smh @user 4 years ago #ripbanga #troyave #bsb #irvingplaza   #freetroyave #ripbsbbanga ,0.0
"new #trending #gif on @user  , mom and pop, mom and pop music, mom + pop music, mom + pop, couney barnett ",0.13636363636363635
hey @user love your music but really not   you're performing for murderous #azerbaijan dictatorship.... ,0.2
"could it be that #systemicracism is impossible? real acts of racism is easier to stand up to  ...unfounately, you ",-0.4666666666666666
my bihdayyyy face!!! d   #bihdaycake #candles #bihdaytimes   #pingpongsoho @ ping ,0.0
"check    father's day, psst mom dad wants...shoprsnet.com - #fashion up for less!  ...",-0.20833333333333331
"in the case of the commonwealth of the internet vs @user the evidence proved him guilty of #antisemitism , , and #misogyny",-0.5
"post gym   #selfie #me   #love #gym #elevator #madrid @ madrid, spain ",0.5
money got homies turning into enemy's  ,0.0
@user hope #punjab is seeing what's happening in #delhi but ppl of this country love free ka maal.  ,0.45
  #bihday to the #queen of #divas according to anneejem #bestcelebrity @user ,0.0
v hard indeed to feel hopeful for our kids today    ,-0.2916666666666667
just can't over the custom mirror i did for @user !!! which should arrive today!   ,0.0
new music from #svvvgehouse aist  #tvbuu    #g59 #suicideboys #houston #texas #soundcloud #666 #depression  ,0.13636363636363635
go for it today nothing to lose. athena xx#fridaymorning   #nature #loa #crystals ,0.0
that alligator story is terrible. i remember swimming in the now long gone river country years ago & alligators never crossed my mind.  ,-1.05
 @user today is my #bihday ) ! c'est mon #anniversaire ) !!!! #enjoy   #sun #cool #relax #fun #amazing #girl #love h,0.43000000000000005
@user @user   #clusterfuck when will @user address systemic mass murder in arab states?   @user,0.0
we are super   to read @user #review #sheilas #natural #skincare #fingerscrossed it's #love ,0.3111111111111111
covering the walls of the library w/my tutorials. they are not replacing me when i leave in two weeks. #tlchat   ,0.0
a #good #morning and a   #saturday... ,0.7
chris_fear-first_serve_(jakka-b_remix_2016)-(cf026)-web-2016-ukhx . #web   hardcore #1gabba #vk ,0.0
 @user relax it's sunday  #lifestyle #design #designer #fun   #time #pool #sexy #freunde #summer @user ,0.4
are you really bringing the pm's toddler in your debate?   #polcan  ,0.2
i am thankful for dreams. #thankful #positive     ,0.22727272727272727
  #nationalbestfriendsday (you know who you are!)  ,0.0
#model   i love u take with u all the time in ur!!!   ,0.78125
now time to make plans for a 4 day adventure with my little girl #ella #daddysgirl   ,-0.1875
gg and i ready for dinner and done shopping! #love   times @ chili's grill & bar ,0.75
pharrell williams - happy (1am)   ,0.8
  #humanrights #women don't have a voice in south asia  ,0.0
 @user weddings are impoant because they celebrate life and possibility. anne hathaway #wedding   #love ,0.5
finally the big day! didn't even sleep last night!   #irevswe #euro2016 #irl #coybig,0.0
today i sta a new adventure at wisconsin youth company and their middle school u program  ,0.06818181818181818
#saysomething   bull up you will dominate your bull and you will direct it whatever you want it to do. when ,0.1
friday prayers #boy #look #young   #weekend #world #men #boys #friendly #jakaa #selfie ,0.2375
with beautiful sister ana  #felizlunes #bueniniciodesemana   #exelentelunes #beautiful ,0.85
"count down has officially begun, 2 weeks til houston   ",-0.15555555555555559
#newstar   bull up you will dominate your bull and you will direct it whatever you want it to do. when you ,0.1
half my day is over with the other half soon to begin thought i'd tell a friend i'm coming home again #packing #ready#family,-0.15277777777777776
one very happy cat #cat   #lonely ,0.45
"working on song 3 of my #ep  !   #musicistherapy #music #newmusic #aist #lyrics #songwriter i think i'm calling it ""brick by brick""",0.0
@user the z8 in the world is not enough however is a masterpiece  ,0.0
@user stop this ,0.0
baby smiling after being wrapped in her late father's motorcycle gloves  #baby #heabreaking   #love  ,0.1
very very very   ,0.26
know where you come from  #selfie #smile   #iftaar #ramadan #road #reflect #glasses ,0.3
@user @user you go girl!! #maga ,0.0
life is #great and one is truly #grateful! thank you! thank you! thank you! #goodthings #goodtimes #loa #blessed   #believeinmagic,1.0
what a massive disappointment @user is. suppoing a racist mysogonist liar like @user unfollow and dislike.  ,-0.3
"@user cnn ""the father tried wrestling the toddler from the gators mouth at the man-made lake near orlando"" irrelevant anyway  ",-0.2
 @user hello ) #self #lolitafashion #sweetlolita #angelicpretty #ap #pink #korilakkuma #sanx #pretty   #smile ,0.15
"  #uk cpi stagnates in may, misses expectations   #blog #silver #gold #forex",0.0
#mtv went #fullretard on  video #nzpol #auspol #merkel #retard for #hispters #mansplaining #svpol #theview ,-0.9
happy bihday mother!!!!! #bihday   ,1.0
save thousands $$ free search x logins x brokers    #actor #seeklearning   #stafresh ,0.4
just bought mine @user ! got the whole weekend pass! you and the boys should come!?   #halcon2016 ,0.25
"2 find #greed in our live's is a   state of affairs ""#character wise"" in this age but 2 #teach it 2 our #children is #disgraceful i feel!",0.5056818181818181
some days you are just happy in your skin   inmyskin #healthychick #selfesteem ,0.8
another summer of rich culture in @user #lucky   #grateful  ,0.35416666666666663
punk! in a gay pub! #brewpix   #edinburgh #ccblooms ,0.5208333333333334
@user video shows white texas cop arresting black mother who repoed assault on her son   #bla,-0.08333333333333333
  aloha friday #tasty #hawaiian poke bowl  bonito with black tahitian rice #shangri la paris  ,-0.16666666666666666
"#flagday2016   #flag #day #2016 #(30 #photos) buy things about ""flag day 2016""   ",0.0
"well twitter world, today i was given my #allotment pitch. not seen it yet, but any staer ideas would be greatly appreciated  ",0.2
@user ah whenever i try that i end up trampled on   #niggerdoormatwoes,0.0
friday nights out  #fridaynightsinlondon #likethisone   #lastmonthbeing21 ,0.0
why is comedy so ? because comedians are.  ,0.0
 @user thank you @user for my warm welcome this morning. i enjoyed hearing about sip's for next year. can't wait!  ,0.95
#totellthetruth  everytime i sta to love a actor it turns out he's married and then the fantasy gets ruined  ,0.375
we live in a world where people complain & post things to justify their laziness instead of getting up & doing something to change it.  ,0.13636363636363635
" @user happy faces at the beach during the yoga, surf & nourish retreat  #yoga #retreat   ",0.8
" @user i'm convinced the nba is rigged!! take draymon green away, for the win!    ijs!!!",0.4
so when is the next klan meeting?  ,0.0
my babies are officially seniors!! #heavyhea   #letsummerbegin @user @user,0.0
"checkout today's #trending #gif of the day!  , oprah, blessed via  ",0.0
jams+blanket=a good ride to an @user conce #can'twait   @user ,0.7
this generation sometimes  ,0.0
the pros and cons of marrying an irishman  omg! a sexist aicle on men & can only add to ongoing #irish ,0.0
lovely night with these two  #cute #selfie #love #friends #family #bihday   ,0.5
"this is just ...like i can't!! please be in a hospital recovering and not inside that club shane, pleeease!! ",0.0
love this quote ,0.5
cubit healthcare wishes you   #father's day ,0.0
" , hbo, monday, frustrated, curb your enthusiasm, larry david, curb  ",-0.7
 omg yesssss #zelda #nintendo #wiiu  ,0.0
"furniture purchased, home demo on friday, so carpets out then we'll be ready to move in!   #firsthome #homeowners",0.25
this is intentional and has no place in college baseball.    ,0.0
"now playing    fred simon - "" sister bay"" on    #melancholy   #melancholymusic",0.0
#model   i love u take with u all the time in ur!!!   ,0.78125
what are your thoughts on the new pokdex? #pokemonsunmoon #hype #litten #popplio #rowlet   #november #yes ,0.13636363636363635
 @user #yesawards are off to a great sta now for dinner   for the awards ,0.8
#disney #pixar   (vine by @user ,0.0
on my way to the #michigan @user medical #cannabiscup !   #sayhigh,0.0
how yahoo derailed tumblr   ,0.0
#lawofattraction for #healing!!    #altwaystoheal #healthy is  !! ,0.625
nothing can stop me am all the way up. #love #dj #spin #music #media #me #model   #tbt ,0.5
"a #moment more expensive,  when it is  .",0.0
#entrepreneur #staup  #excellence comes only if you are   about doing what wanted to do.,0.0
 mrrat395   #starfightersaturday phantomaviation cptplanespotter blackmaverick12 wbruchal ufeellucky spad5 ,0.0
i can't wait to move out in to my own place   #saving,0.6
i am attractive. #i_am #positive #affirmation     ,1.0272727272727273
i am thankful for farmers and farmers markets. #thankful #positive     ,0.22727272727272727
@user if you're ever having a #hard #time- just watch this. #you will be   #you #did. ,-0.2916666666666667
dear white boys in the big trucks i know your compensating for your small dicks but tailgating will not help you with that   &small,-0.125
this one i captured downtown #nice #fra #streetphoto    #love can't wait june 23rd to visit #italy agian! ,0.6125
i'm seeing the freakin @user tomorrow  last time i saw them in nyc was @user in 1998 i think!   ,0.0
"@user i repeat very concept of #blackvote, #hispanicvote, #womenvote, #malevote ( to only talk about #womenvote?), e",0.1
@user fuck you you #homophobic  #misogynistic #xenophobic #whitesupremacist you may have fooled some but not the majority,-0.4
okay i think i've got my @user and @user channels set up! now to set up the hardware and software for streaming d  ,0.625
@user - if he was such an   man... she may have been afraid of him... has anyone found out if she was a willing pa of the plan?,-0.11666666666666665
 @user the whole world knows potus is anti-american.   #jihadinamerica ,0.2
i am thrilling. #i_am #positive #affirmation     ,0.4772727272727273
powerful. especially in light of recent terror attacks. ,0.7
#model   i love u take with u all the time in ur!!!   ,0.78125
dad is always there for me #youarethebest   #fathersday #love #hippopotabullybuddy #bulldog ,0.5
 @user its only a matter of time before @user or @user create a tool #cydia #jailbreak #9.3   the race is,0.0
looking forward to seeing you there!   #tw8 #wps ,0.0
#clean stylish #opener - #graphiccreator #dynamic #fast    ,0.26666666666666666
shout-out to all the #dads out there! have a   #fathersday!  ,0.0
had the best peach pancakes and hash browns at @user with @user ! #wildwood #vacation #breakfast  #pancakes #unclebills  ,1.0
#recital #weekend #wow   i had an amazing dance recital weekend. i am sad that it is over but ,-0.14999999999999997
"check out this new trending #funny #gif !  , caoon, crying, eating, adventure time, caoon network, sandwich, ",0.024431818181818166
#altwaystoheal  #healthy    #peace !!  !! think alternatively!! #idwp! ,0.78125
going to greenwich university for my spo psychology masters )  ,0.0
@user finally here! roll on the singers!   #stbstage,0.0
wow. i really ate the last of the fried chicken.  ,-0.033333333333333326
i posted this before. but the happenings today really do feel like pieces of glass in my head...and my hea.   ,0.2
found a lovely gothic trench coat on ebay i might get  ,0.5
chapter two of my book is now online. please read and leave comments.   #thankyou,0.0
  #tuesday! ) #rolling #stones - paint it black  via @user,-0.16666666666666666
light up your own sky!   #monday. happy everyday! ,0.85
 @user cannot wait to announce the date and venue for the first ever tyne & wear lifestyle awards!!! #notlong   #celebrat,0.48828125
dad's happy cam... gbp 16.00 get here  #shop #cool   #home #fun ,0.48333333333333334
p/s #mobile_trixs #all_pikeg's #news #cricket #info-funy + follow @user +  -p0etry #girl-no #friendship + follow @user,0.0
 @user yes deardenvergirl@user @user #wine let #love #flow#friends #dance & b   ,0.5
"have a very good night, fellas  ",0.9099999999999999
astonished to find 3 little boys aged 12 died on the 9th of june 1855 wonder what happened ?   ,-0.14375
actually   nobody is woh watching @ us open today in golf. @user @user @user @user @user @user,0.0
" @user it's ""cook-off"" day for #pcssfoods classes.    to try some of these amazing creations! #pridepassionpurpose ",0.7500000000000001
so terrible.this reminds me so much of selena.a beautiful talented rising star like christina murdered by scum.   ,0.3625
hedley is m'y life #inshot #girls #cute #summer #blur #sun   #fun #dog #hair #beach #hot ,0.35000000000000003
 @user perfect ass! pov porn  #pov #povporn #blowjob #retweeetme ,1.0
this makes me so angry ... hang the diy fuckers   #sick #24hoursinpolice,-0.6071428571428572
i'm gonna try to not buy any restaurant food at all this week and just cook at home. i'd save at least $50 smh  ,-0.3
@user cancelled my flight for tomorrow and only option to marseille has me missing the #eurocup2016 match!!!!! not acceptable  ,-0.30517578125
 @ 2nites #church service look @user back of ur bible 4maps where biblical events took place. jesus & his disciples r ppl of color. ,0.0
7 #strategies for keeping #employees   at work via @user #retention #biztips ,0.0
congratulations guys i love you bts  #btsfesta2016  #army     ,0.5
i am now looking forward for the new james bond movie.. @user   ,0.13636363636363635
"finally a very impoant project of mine which kept me busy lately is finalized, i can begin to so out all the other things .  ",-0.031249999999999986
day 84 you owe it  #101daysofsmiles   #me #girl   #love #follow #instagood #followme ,0.5
